date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
18-03-2022,26.1,20.7,33.2,0,,81,6.6,,1007.4,
19-03-2022,26.7,21.8,33.8,0,,52,4.9,,1005.6,
20-03-2022,25.1,20,34.2,0.3,,20,4,,1004.7,
21-03-2022,24.7,18,32.4,0,,325,5.2,,1007.6,
22-03-2022,23.6,16.2,32.5,0,,309,8.2,,1007.4,
23-03-2022,25.3,16.6,32.4,0,,44,4.8,,1006.8,
24-03-2022,24.8,18,33.4,0,,343,6.6,,1005.9,
25-03-2022,23.2,15.8,33.2,0,,304,7.4,,1007.6,
26-03-2022,23.7,14,33,0,,298,9.2,,1008.5,
27-03-2022,24.5,14.9,35,0,,44,6.2,,1008,
28-03-2022,26.4,18,35.2,0,,101,5.9,,1007.2,
29-03-2022,26.1,17.8,35.3,0,,3,3.3,,1005.9,
30-03-2022,26.3,18,35,0,,5,3.8,,1006.2,
31-03-2022,25.4,19.1,35,0,,324,6.4,,1008,
01-04-2022,25.2,15.5,35.2,0,,334,5.7,,1007,
02-04-2022,26.7,16.8,36,0,,83,7.5,,1007.5,
03-04-2022,27.2,18.8,36,0,,58,7.5,,1007.7,
04-04-2022,26.7,18,36,0,,321,6.5,,1007.8,
05-04-2022,27.4,17.8,37,0,,335,4,,1010.3,
06-04-2022,28,18,37.2,0,,332,4.7,,1010.2,
07-04-2022,28.7,17.4,39.2,0,,328,4.7,,1009.2,
08-04-2022,30.1,18.5,39.2,0,,326,4.1,,1006.5,
09-04-2022,30.1,20.1,40.2,0,,38,6,,1004.8,
10-04-2022,29.7,19,40.5,0,,338,6,,1004.3,
11-04-2022,31.3,20.2,41.2,0,,336,3.7,,1003,
12-04-2022,31,23.4,41.2,0,,82,7.4,,1002,
13-04-2022,29.8,23.2,39.5,0,,12,10.5,,1002.5,
14-04-2022,29.1,21.6,39,0,,60,8.4,,1002.9,
15-04-2022,28.3,18.7,38.4,0,,25,4.7,,1003.7,
16-04-2022,28.8,19.5,38.3,0,,11,7.1,,1002.9,
17-04-2022,29.5,19,39,0,,44,3.8,,1003.9,
18-04-2022,31.5,20.9,40.4,0,,2,4.8,,1005.5,
19-04-2022,31.3,23,40.5,0,,319,6.9,,1007.5,
20-04-2022,30.8,21.4,40.5,0.1,,299,7,,1005.8,
21-04-2022,27.3,22.4,39.1,8,,64,14.2,,1006.9,
22-04-2022,28.4,20.8,36.5,0,,339,11.5,,1009.1,
23-04-2022,28.4,18.8,37.5,0,,331,8.3,,1008.6,
24-04-2022,28.9,19.8,38,0,,321,8.1,,1006.3,
25-04-2022,31,24,38.7,0.5,,319,8.6,,1004.5,
26-04-2022,30.7,20.8,39.4,0,,326,6.8,,1005.6,
27-04-2022,31.8,20.5,41.5,0,,320,7.2,,1004.1,
28-04-2022,33.4,24,42,0,,345,7.4,,1003.8,
29-04-2022,34.4,26,42,0,,357,10.9,,1004.1,
30-04-2022,33.6,23.6,42,0,,0,7.4,,1000.3,
01-05-2022,34,22,42.3,0,,81,9.5,,999.6,
02-05-2022,33.8,26.5,40.8,0,,117,14.5,,999.6,
03-05-2022,31.4,28.8,39.8,1.3,,93,14.5,,1002.7,
04-05-2022,28.9,25.4,37.5,4.2,,70,13,,1005.8,
05-05-2022,30,21.2,37.5,0,,317,6.3,,1006,
06-05-2022,30.1,24,38.4,0,,0,8.5,,1005.6,
07-05-2022,31.6,22,40.2,0,,343,6.6,,1004.9,
08-05-2022,33.6,24.6,40.8,0,,115,7.4,,1002.1,
09-05-2022,32.7,25.5,40.8,0,,91,12.9,,1002.3,
10-05-2022,33.6,25.6,40.4,0.2,,79,6.6,,1003.1,
11-05-2022,34.3,28,42.6,0,,177,7.3,,1000.6,
12-05-2022,34.4,26.7,43.6,0,,70,8.6,,998.9,
13-05-2022,33.4,27,43.6,0,,348,9.8,,997.1,
14-05-2022,35.2,23.8,45.6,0,,282,9.3,,996.4,
15-05-2022,36.5,26.7,46.1,0,,134,12,,997.5,
16-05-2022,34.6,28,46.1,0,,285,10.7,,998.2,
17-05-2022,33.7,26,42.6,0,,107,12.5,,999.7,
18-05-2022,33.6,26,41.2,0,,346,9.2,,1001.8,
19-05-2022,35.3,26.2,42.7,0,,49,7.6,,1000.4,
20-05-2022,34.5,28,43.5,0,,268,12.5,,996.9,
21-05-2022,33,26,42.5,0,,69,9.2,,995.4,
22-05-2022,32.3,23.9,41.4,0,,79,10,,993.8,
23-05-2022,27.8,24,40.6,0,,113,15.2,,997.4,
24-05-2022,25.4,22.8,34.3,0,,78,13.6,,1005.8,
25-05-2022,29.8,20.7,36.3,0,,2,6,,1005.5,
26-05-2022,32.5,25.4,38.2,,,,4.6,,1002.1,
27-05-2022,34.1,26,40.5,,,,3.7,,998.5,
28-05-2022,30.9,26.6,40.5,0,,86,14,,997.3,
29-05-2022,33.3,23.4,40.6,0,,86,8.9,,998,
30-05-2022,29.5,26.9,40.6,12.9,,29,15.1,,999.4,
31-05-2022,33.4,22.9,40.7,0,,2,4.8,,999.9,
01-06-2022,34,25,42.4,0,,0,4.1,,1000.2,
02-06-2022,34.2,26.4,42.4,0,,337,9.6,,999.9,
03-06-2022,34.4,24.4,43.3,0,,348,8.1,,998.9,
04-06-2022,35.3,26,44,0,,253,5.6,,999,
05-06-2022,35.3,24.8,44,0,,322,4.9,,998.7,
06-06-2022,36.3,26.8,44.4,0,,310,8.1,,997.7,
07-06-2022,36.9,28.5,45.2,0,,270,9,,997.1,
08-06-2022,36.6,30,45.2,0,,271,12.5,,996.9,
09-06-2022,36.3,27.6,44.5,0,,261,8.4,,995.8,
10-06-2022,36.2,27.9,44.5,0,,242,10.8,,996.6,
11-06-2022,36.2,29,43.8,0,,257,9.7,,996.9,
12-06-2022,34.9,28,43.4,0,,239,9.6,,998.9,
13-06-2022,35.3,27.3,42.5,0,,297,9.4,,1000.8,
14-06-2022,36.1,29.5,43.2,0,,251,11.7,,999.5,
15-06-2022,35.1,29,43.3,0,,223,13.7,,997.5,
16-06-2022,32.3,29,43.3,0.3,,105,16.5,,998.8,
17-06-2022,25.8,21.4,40.2,18,,93,13.4,,1001.1,
18-06-2022,25.9,22.8,32.1,1,,98,11.6,,1002,
19-06-2022,29.1,21.7,34.5,0,,354,4.4,,1001.4,
20-06-2022,30.1,22.8,35.6,4.1,,294,6.2,,998.6,
21-06-2022,23.2,20.5,35.6,6.1,,96,11.4,,999,
22-06-2022,28,21.3,33,24.9,,32,6.3,,1004.6,
23-06-2022,29.3,23.4,36,0,,312,12.1,,1004.8,
24-06-2022,31.8,23.6,38.2,0,,312,6.7,,1001.2,
25-06-2022,33.4,25.9,40.2,0,,228,3.6,,998.5,
26-06-2022,34.6,27.2,40.2,0,,100,4.3,,1000.1,
27-06-2022,34.8,30.6,39.5,0.5,,133,6.3,,1000.8,
28-06-2022,35.6,31.6,39.6,0,,160,4.9,,997.1,
29-06-2022,34.7,31.6,40.1,0,,120,13.2,,994.2,
30-06-2022,28.7,26.8,40,6.7,,115,19.6,,996.8,
01-07-2022,28.1,24.9,32.2,13,,114,6.8,,1000,
02-07-2022,30.9,27.4,34,0.5,,79,4.5,,997.6,
03-07-2022,30.1,26.2,34.4,0.5,,115,10,,998.6,
04-07-2022,32.2,28.2,36.4,0,,62,3.6,,998.2,
05-07-2022,33.6,28.8,38.2,7.9,,31,2.6,,998.3,
06-07-2022,29.5,27,38.2,0,,21,7.9,,1002,
07-07-2022,33.3,28.2,37.8,4,,132,6.1,,1003.1,
08-07-2022,33.6,29.9,37.8,7.8,,68,5.5,,1000.2,
09-07-2022,29,26.5,37.2,54.2,,36,6.9,,998.3,
10-07-2022,30.3,26.2,36.3,2.8,,56,6.1,,1000.3,
11-07-2022,32.5,28,36.3,2.6,,346,3.4,,1000.7,
12-07-2022,32.8,29.6,37.6,0,,74,5.6,,999.5,
13-07-2022,29.1,25,37.6,21.4,,81,9.9,,998.5,
14-07-2022,26.7,25,35.7,14.6,,26,9.5,,999.5,
15-07-2022,26.7,22.6,31.6,23.9,,24,10.9,,1002.5,
16-07-2022,31.2,26,37.3,0,,344,6.2,,1001.3,
17-07-2022,29.9,25.8,37.3,15.5,,53,7.1,,1004.5,
18-07-2022,32.7,27.6,37,0,,337,3.1,,1001.6,
19-07-2022,33.2,29.9,37,0,,343,3,,999.3,
20-07-2022,28.1,26,36.8,7.9,,31,4.7,,998.6,
21-07-2022,26.5,23.5,33.2,67.1,,100,9.7,,1001.8,
22-07-2022,30.3,26.7,34,0,,66,4.9,,1003.2,
23-07-2022,28.2,26,34,6.1,,16,7.8,,1003,
24-07-2022,30.3,26,35.2,30,,62,6.8,,1002.7,
25-07-2022,30.1,27.8,37,5.4,,92,11.5,,1004.8,
26-07-2022,29.4,27.8,34.7,0,,71,5.1,,1005.6,
27-07-2022,28.7,26.9,34.7,8,,66,6.5,,1004.7,
28-07-2022,28.2,26.9,32.8,20.6,,52,3.7,,1005.2,
29-07-2022,27.7,26,32.6,21.4,,7,1.8,,1004,
30-07-2022,29.1,25.6,34.4,9.1,,7,2,,1002,
31-07-2022,27.7,25.2,34.4,6.9,,116,7.9,,999.6,
01-08-2022,29,24.7,33.1,5.1,,13,1.5,,1001,
02-08-2022,31,26.5,35.2,11.9,,324,2.7,,1000,
03-08-2022,30.9,28,35,1.4,,341,2.7,,1001.2,
04-08-2022,30.4,26.8,35.7,1.3,,151,5.4,,1002.2,
05-08-2022,26.7,24,34,8.2,,62,4.9,,1002,
06-08-2022,29.5,26.2,32.6,2.8,,17,7,,999.5,
07-08-2022,29.7,27.6,34.6,4.9,,61,4,,999.2,
08-08-2022,31.1,27,35,0,,28,4.1,,999.5,
09-08-2022,28.3,25.8,35.6,0,,19,3.3,,1000,
10-08-2022,31.6,25,36.2,0,,344,3,,998,
11-08-2022,27.3,26,36.2,7.1,,55,9.1,,1000.8,
12-08-2022,30.6,25.5,35.2,0,,347,3.2,,1000.5,
13-08-2022,31.5,27,36,0,,3,0.3,,999.8,
14-08-2022,30.6,27.8,36.5,3.3,,9,3.2,,1001.4,
15-08-2022,26.9,26,35.5,30.1,,41,5.9,,1004.7,
16-08-2022,30.3,25.4,34.5,0,,354,1.1,,1002.7,
17-08-2022,29.8,27.4,34.5,1,,85,9.9,,1002.7,
18-08-2022,30.6,26.6,34.3,0.1,,18,3.4,,1001.7,
19-08-2022,30.2,27,34.8,0.4,,316,5.8,,1001,
20-08-2022,29.1,26.6,34.8,0.7,,350,2.9,,1002.6,
21-08-2022,30.3,24.6,34.7,0.2,,350,3.6,,1001.8,
22-08-2022,31.1,26.6,35.6,0,,332,2.7,,999.7,
23-08-2022,30.4,26,35.6,0,,27,2.1,,1001.6,
24-08-2022,28.6,24.5,35.6,21.6,,94,11.9,,1005.1,
25-08-2022,29.6,25.6,34.6,6.1,,65,5.9,,1004.3,
26-08-2022,29.3,26.4,34.4,2.3,,292,5.7,,1003.9,
27-08-2022,29.8,25.8,34.4,1,,269,8.6,,1002.8,
28-08-2022,29.6,26.8,34.8,0.9,,244,7.3,,1002.6,
29-08-2022,28.8,25.8,35.2,3.7,,346,5.2,,1006.5,
30-08-2022,30.1,25.6,35.2,0.9,,226,5.6,,1007.4,
31-08-2022,31,27.4,35.6,0,,279,5.9,,1004.6,
01-09-2022,30.7,27.4,35.8,0,,295,5.4,,1004.1,
02-09-2022,30.3,27,35.8,0,,290,7.3,,1005.5,
03-09-2022,30.3,25.4,35.6,0,,168,6.8,,1002.9,
04-09-2022,30.1,25,35.2,0.5,,91,9,,1001.7,
05-09-2022,27.8,26,35.2,9.1,,357,9.7,,1004.3,
06-09-2022,29.1,24.4,33.7,0,,328,4.7,,1005.8,
07-09-2022,29.9,25.6,34.7,0,,338,5.7,,1007.4,
08-09-2022,30.7,26.3,35.5,0,,333,3.7,,1008.2,
09-09-2022,30.7,26.6,35.5,1.1,,4,3.9,,1007.3,
10-09-2022,30.1,26.9,35,3.3,,36,5.3,,1006.4,
11-09-2022,26.4,24,34,1.6,,79,7.2,,1005,
12-09-2022,28.9,23.3,34,0,,7,4.5,,1003.9,
13-09-2022,30,25.6,34,0,,342,2.6,,1004.1,
14-09-2022,29.7,27,34.4,0,,346,2.9,,1004.4,
15-09-2022,29.1,25,34.3,0.4,,242,5.4,,1002.6,
16-09-2022,27.9,22.7,34.3,15,,78,5.7,,1000,
17-09-2022,29.1,25.4,34.2,0,,17,5,,1001.9,
18-09-2022,29.4,25.5,34.6,0,,19,5.5,,1005.3,
19-09-2022,30.9,24.8,35.4,0,,1,3.1,,1005.5,
20-09-2022,28.8,26,35.4,0.5,,55,4.4,,1005.4,
21-09-2022,28.7,26,33.8,0.8,,28,5.7,,1005.7,
22-09-2022,27.9,21.6,34,0,,13,3.8,,1005.5,
23-09-2022,26.2,24.2,34,6.7,,24,3.1,,1005.3,
24-09-2022,24.7,22.2,31.5,30,,56,6.5,,1004.2,
25-09-2022,24.5,22,28.6,5.9,,47,7.8,,1004.8,
26-09-2022,26.2,22,30.1,0,,358,4.4,,1009.1,
27-09-2022,27.9,23.4,32.4,0,,311,3,,1007.1,
28-09-2022,27.9,24,32.6,0,,329,3.7,,1006.1,
29-09-2022,28.3,23.9,33.4,0,,305,5,,1006.1,
30-09-2022,28.7,24.4,34,0,,335,4,,1006.2,
01-10-2022,28.5,23.9,34.2,0,,14,3.2,,1005.2,
02-10-2022,28.5,24,34.5,0,,331,4.4,,1006,
03-10-2022,28.3,22.8,34.7,0,,351,3,,1007,
04-10-2022,28.1,22.4,34.4,0,,326,5.2,,1008.7,
05-10-2022,27.8,22,34.8,0,,347,4.6,,1007.5,
06-10-2022,27.5,22.5,34.8,0,,97,5,,1008.4,
07-10-2022,25.7,22.7,33.6,0,,181,5.2,,1009.7,
08-10-2022,27.2,23,31,0,,112,5.8,,1010.5,
09-10-2022,26.1,22.6,31.8,0,,158,4.6,,1010.4,
10-10-2022,24.6,22,31.3,2.2,,185,7.6,,1011.9,
11-10-2022,23.5,19,30.6,8,,61,6.6,,1010.7,
12-10-2022,23.1,16.6,30.6,0,,345,4.8,,1011.9,
13-10-2022,24.4,18.6,30.7,0,,340,4.9,,1012.4,
14-10-2022,24.8,20,31.2,0,,318,6.3,,1012.2,
15-10-2022,25,18.6,32,0,,322,5.1,,1011.2,
16-10-2022,26.7,18.5,32.5,0,,336,3.5,,1013.3,
17-10-2022,25.4,17.6,32.5,0,,335,3,,1013.1,
18-10-2022,24.4,18,32,0,,25,2.8,,1011.5,
19-10-2022,24.3,16.8,32,0,,67,4.8,,1011.4,
20-10-2022,22.7,19,31.6,4.1,,51,13.9,,1013.2,
21-10-2022,22.4,18,29,0,,6,9.6,,1016.6,
22-10-2022,21.8,14.8,30.2,0,,339,4.2,,1017.4,
23-10-2022,21.8,14.8,30.6,0,,351,3.3,,1016.1,
24-10-2022,21.7,13.8,31,0,,348,2.6,,1011.8,
25-10-2022,22.2,13.8,31,0,,329,3.5,,1009.1,
26-10-2022,22.9,15.8,31.5,0,,351,3.1,,1012.9,
27-10-2022,23.1,15.4,31.5,0,,355,3.9,,1013.1,
28-10-2022,22.7,16,31.4,0,,335,3.7,,1013.3,
29-10-2022,23.3,15.9,31.2,0,,346,4,,1013.9,
30-10-2022,23.4,16.9,31.2,0,,353,1.7,,1014.5,
31-10-2022,23.2,18,30.8,0,,57,4,,1014,
01-11-2022,23.3,18.6,30.2,0,,63,6.4,,1014,
02-11-2022,22.2,16.8,30.7,0,,323,6.1,,1013.6,
03-11-2022,21.9,15.4,30.7,0,,345,4,,1011.9,
04-11-2022,22.4,16,30.8,0,,7,3.1,,1013.4,
05-11-2022,22.4,17.4,30.8,0,,80,8.8,,1014.8,
06-11-2022,22.5,18,28,24.4,,31,12.5,,1016.2,
07-11-2022,20.1,16.8,28.9,0,,324,7.7,,1015.7,
08-11-2022,20.6,14.5,28.5,0,,329,4.7,,1015.9,
09-11-2022,20.6,14,28.5,0.2,,5,6.6,,1016.1,
10-11-2022,19.7,16,27.3,0,,342,7.6,,1018,
11-11-2022,18.3,11.9,27,0,,318,6.3,,1017.8,
12-11-2022,18.1,10.4,26.8,0,,342,5.4,,1017,
13-11-2022,19.3,10.6,27.3,0,,345,4.4,,1015,
14-11-2022,17.2,15.6,27.3,0.5,,48,14.8,,1016.6,
15-11-2022,17.2,11.4,24.6,0.5,,321,5.1,,1016.8,
16-11-2022,17.3,11.4,24.8,0,,315,3.5,,1015.1,
17-11-2022,16.8,10.3,25,0,,309,7.5,,1015,
18-11-2022,16.7,10,25.6,0,,345,3.7,,1015.8,
19-11-2022,16.6,9.6,25.8,0,,344,3.3,,1017.2,
20-11-2022,15.9,9.2,25,0,,337,4.6,,1016,
21-11-2022,16.1,8.4,25.3,0,,329,4.8,,1014.5,
22-11-2022,15.9,9,25.6,0,,337,4.1,,1014.2,
23-11-2022,15.7,8,25.4,0,,331,4.4,,1014.5,
24-11-2022,16.3,9,27,0,,324,3.2,,1013.7,
25-11-2022,16.7,9.8,26.8,0,,14,2.5,,1017,
26-11-2022,14.9,7.4,25.8,0,,346,2.6,,1014,
27-11-2022,15.6,7.4,25,0,,358,1.7,,1011.8,
28-11-2022,15.6,7,24.4,0,,357,2,,1013.4,
29-11-2022,15.6,7.6,24.8,0,,351,2,,1015.9,
30-11-2022,15.1,7.8,24.8,0,,337,2.5,,1016.8,
01-12-2022,15.6,7.5,24.5,0,,349,3.8,,1015.3,
02-12-2022,16.2,10,24.5,0,,12,0.9,,1014.4,
03-12-2022,14.8,7.8,23.8,0,,358,3.1,,1015.8,
04-12-2022,14.8,8.8,24,0,,322,4.3,,1016.1,
05-12-2022,14.8,6.6,23.9,0,,337,2.9,,1017.7,
06-12-2022,14.4,5.6,23.7,0,,326,4.2,,1016.9,
07-12-2022,14.6,7.7,23.7,0,,315,4.9,,1015.7,
08-12-2022,14.9,7.2,24,0,,345,3.2,,1016.1,
09-12-2022,16.1,9.5,25,0,,328,4.8,,1015.3,
10-12-2022,15.8,9.4,25,0,,341,3.9,,1016.1,
11-12-2022,16.1,9.4,25.7,0,,325,6.6,,1016.8,
12-12-2022,15.9,10,25.6,0,,316,6.4,,1015.9,
13-12-2022,14.8,8.6,24.6,0,,314,9.9,,1017.6,
14-12-2022,13.2,7,24.2,0,,324,4,,1016.2,
15-12-2022,13.8,6.6,22.4,0,,330,2.8,,1014.7,
16-12-2022,13.8,6,22.4,0,,320,4.7,,1013.5,
17-12-2022,14.3,5,22.5,0,,344,2,,1015.8,
18-12-2022,13.4,8.2,26.4,0,,359,1.9,,1016.4,
19-12-2022,10.8,5.5,26.4,0,,355,1.4,,1015.3,
20-12-2022,10.5,6.8,20.2,0,,345,1.6,,1014.5,
21-12-2022,10.3,6.9,18.5,0,,5,1.4,,1016.4,
22-12-2022,9.1,8.6,11.8,0,,33,2.7,,1016.4,
23-12-2022,7.9,6.8,10.3,0,,17,2.3,,1015.6,
24-12-2022,8.1,4,13.1,0,,328,5,,1018.1,
25-12-2022,8.2,6,13,0,,324,4.4,,1017.7,
26-12-2022,8.9,6,14.2,0,,315,4.2,,1019.7,
27-12-2022,7.5,5,14.2,0,,307,6.2,,1019.3,
28-12-2022,9.4,2.8,16.8,0,,345,1.4,,1018.4,
29-12-2022,11.7,7.8,16.8,2.9,,5,4.2,,1018.5,
30-12-2022,11.8,7,19.4,0.1,,326,6.2,,1020.7,
31-12-2022,11.4,4.3,19.8,0,,309,5.5,,1019.9,
01-01-2023,10.2,6.6,19.8,0,,345,1.6,,1020.3,
02-01-2023,7.1,3.4,18.7,0,,2,1.2,,1022.2,
03-01-2023,7.5,5.6,10.9,0,,355,0.3,,1023.4,
04-01-2023,7.7,2.6,13,0,,346,2.5,,1023.5,
05-01-2023,7.3,5.5,13,0,,351,1.3,,1024.4,
06-01-2023,7.7,5,10.8,0,,350,3.1,,1024.8,
07-01-2023,9.5,7.4,13,0,,310,7.6,,1022.7,
08-01-2023,10.2,7,16,0,,313,4.1,,1019.7,
09-01-2023,10.1,7,15.8,0,,332,2,,1020.6,
10-01-2023,11.1,8,16.5,0,,333,3.6,,1019.9,
11-01-2023,11.1,8.6,16.5,2.3,,40,3.1,,1014.6,
12-01-2023,11.7,8,17,0.1,,32,3.2,,1013.1,
13-01-2023,10.5,8,16.8,0,,333,3.6,,1014.4,
14-01-2023,8.5,1.4,17.3,0,,325,4.9,,1017.7,
15-01-2023,9.4,2,18,0,,321,3.5,,1015.6,
16-01-2023,10.3,2,24,0,,315,4.9,,1017.2,
17-01-2023,9.2,1.4,21.2,0,,340,2.8,,1017.4,
18-01-2023,11.1,2.9,17.7,0,,357,0.2,,1019.7,
19-01-2023,13.9,6.4,20.1,0.7,,333,6.3,,1019.9,
20-01-2023,11,10,20.1,0.3,,348,5.9,,1019.2,
21-01-2023,11,7,18,0.1,,334,4.4,,1018.5,
22-01-2023,11.6,3,19,0,,338,4.3,,1017.6,
23-01-2023,11.9,8,19.3,0,,307,10.1,,1017.2,
24-01-2023,12.7,6.6,19.3,1.9,,54,7.6,,1014.6,
25-01-2023,11.5,6.8,18.3,2,,341,7.4,,1016.8,
26-01-2023,10,3.8,18.5,0,,314,6.1,,1020,
27-01-2023,10.8,3.3,20.1,0,,283,6.5,,1019.3,
28-01-2023,12.2,3.3,21.6,0,,317,5.1,,1015,
29-01-2023,13.1,6.2,21.6,8,,81,9.1,,1013.8,
30-01-2023,14.5,12,18.8,19.9,,117,9.5,,1018.3,
31-01-2023,12.7,7,20.3,0,,290,10.2,,1020.3,
01-02-2023,12.5,6,21,0,,291,6.5,,1018.3,
02-02-2023,13.6,6,22,0,,306,6.3,,1017.1,
03-02-2023,15.5,7.2,22.8,0.3,,322,5.6,,1016.3,
04-02-2023,15.8,8.9,23,0,,305,7.1,,1014.2,
05-02-2023,16.1,7.6,23.9,0,,302,6,,1012.3,
06-02-2023,16.8,12,24,0.4,,8,11.8,,1012.6,
07-02-2023,14.7,8,23.8,0,,297,11.1,,1012.9,
08-02-2023,14.9,8.6,22,0,,337,3.9,,1014.2,
09-02-2023,15.4,8.4,22.7,1.1,,63,7.6,,1011.2,
10-02-2023,17.1,13.6,24.5,0.7,,99,9.3,,1011.1,
11-02-2023,13.8,6.6,24.5,0.1,,325,7.5,,1015.1,
12-02-2023,12.2,7,22.5,0,,310,10.4,,1019.6,
13-02-2023,12.7,3.6,21.2,0,,282,9.7,,1017.3,
14-02-2023,15.2,6.6,24.2,0,,311,6.6,,1016.3,
15-02-2023,17.2,8.7,26.3,0,,298,7,,1013.8,
16-02-2023,18.1,10.2,26.3,0,,351,2.9,,1015,
17-02-2023,17.6,10.5,25.7,0,,1,5,,1016.7,
18-02-2023,18.5,10,27.3,0,,331,3.2,,1015.2,
19-02-2023,20.2,13.1,27.3,0,,47,4.3,,1013.8,
20-02-2023,20.6,16.8,26.5,0,,59,6.6,,1011.2,
21-02-2023,18.8,13,27.2,0,,320,9.6,,1011.9,
22-02-2023,17.2,12,27.2,0,,9,4.9,,1013.7,
23-02-2023,17.2,7.6,27,0,,298,7.1,,1013.6,
24-02-2023,18.1,10.4,27,0,,337,4.8,,1014.9,
25-02-2023,19.7,10.6,28.3,0,,340,4.4,,1016.4,
26-02-2023,19.6,11,28.3,1.1,,348,5.5,,1018.4,
27-02-2023,20.8,13,28.7,0,,356,7.7,,1018.2,
28-02-2023,19.3,14.6,28.7,0.3,,21,12,,1019.1,
01-03-2023,19.2,14.5,25,2,,5,7.5,,1021,
02-03-2023,19.9,14,28.2,0,,311,8,,1020.4,
03-03-2023,20.1,13,27.4,0,,305,9.2,,1020.7,
04-03-2023,20.1,12.8,27.4,0,,330,4.9,,1020,
05-03-2023,20.2,12.4,28.2,0,,308,6.7,,1018.9,
06-03-2023,20.1,12.6,29,0,,323,6,,1016,
07-03-2023,21.2,13,29,0,,313,5.6,,1015.5,
08-03-2023,21.7,14.9,30.2,0,,330,6.4,,1016.4,
09-03-2023,21.6,14.8,30.2,0,,77,6.2,,1017.1,
10-03-2023,21.8,15,29.2,0,,328,5.5,,1015.6,
11-03-2023,22.7,14.8,30.2,0,,328,4.9,,1015.2,
12-03-2023,22.5,14.6,30.2,0,,329,5.4,,1015.2,
13-03-2023,22.3,15,29.8,0.4,,322,7,,1013.7,
14-03-2023,23,15.4,30.4,0,,349,6.8,,1010.7,
15-03-2023,23.4,17,30.6,0,,104,7.5,,1009.4,
16-03-2023,22.4,15,30.6,0.3,,20,7.9,,1010.4,
17-03-2023,17.4,15.6,30.2,11.9,,32,15.5,,1013.9,
18-03-2023,18.8,14.6,23.6,0,,74,10,,1012.5,
19-03-2023,20.2,14.6,26.7,5,,346,4.7,,1009.9,
20-03-2023,18.6,16.2,26.7,10.7,,48,7.3,,1008.2,
21-03-2023,18.8,14,24.6,1.5,,53,6.7,,1009.9,
22-03-2023,20.8,15,27.4,0,,44,5.5,,1010.7,
23-03-2023,20.4,14.9,27.4,0.7,,355,6.7,,1010,
24-03-2023,17.9,16.2,26.4,24,,76,11.5,,1009.3,
25-03-2023,18.1,14.8,24.3,17.9,,72,13.8,,1012.8,
26-03-2023,19,12.8,26.1,0,,310,5.6,,1013,
27-03-2023,20.3,13,27,0,,302,5.1,,1011,
28-03-2023,22.2,14.4,29,0,,330,4.8,,1010.5,
29-03-2023,22.5,15,29,0,,15,5,,1011,
30-03-2023,22.8,18.8,29.6,0,,35,10.7,,1009.4,
31-03-2023,18.6,16.7,29.6,3,,82,9.8,,1008.9,
01-04-2023,17.5,15,22.4,7.1,,58,8,,1010,
02-04-2023,20.8,12.4,27,3,,11,2.8,,1009.4,
03-04-2023,19.4,17.4,27,0.3,,37,8.3,,1008.8,
04-04-2023,21,15,28.8,0.3,,326,10.5,,1011.1,
05-04-2023,21.9,13.6,30,0,,314,7.4,,1011.2,
06-04-2023,22.3,14,30,0,,330,7.4,,1013.9,
07-04-2023,23.1,14.6,31.6,0,,315,7.5,,1014.9,
08-04-2023,24.4,14.9,33.4,0,,318,6.4,,1014.7,
09-04-2023,25.2,17,33,0,,343,5.6,,1014.6,
10-04-2023,26.5,16.4,35.2,0,,329,7.7,,1012.6,
11-04-2023,27.3,16.7,35.8,0,,314,6.2,,1011.9,
12-04-2023,28.3,20,37,0,,311,6,,1011,
13-04-2023,28.9,19,37.6,0,,326,7.2,,1009.3,
14-04-2023,29.8,20.8,39,0,,337,4.2,,1008.3,
15-04-2023,30.5,20.5,40,0,,68,6.4,,1007.5,
16-04-2023,28.9,22,40,0,,91,10.3,,1006.9,
17-04-2023,30.9,22,39.2,0,,303,8.2,,1006.6,
18-04-2023,29.3,23.3,39.9,2,,344,12.1,,1008.1,
19-04-2023,23.9,19.9,36.6,0,,352,13.2,,1006.9,
20-04-2023,24.3,18,33.6,0.3,,53,14.1,,1004,
21-04-2023,24.9,15.2,33.6,4.1,,336,11.5,,1005.7,
22-04-2023,23.9,16,32.8,0,,337,12.7,,1007.1,
23-04-2023,25.3,13.6,34.4,0,,53,7.2,,1007.5,
24-04-2023,27.9,17.5,36.4,0,,331,5.4,,1009.6,
25-04-2023,27.6,21,36.4,0,,80,7.4,,1011,
26-04-2023,28.1,20,36.4,0.4,,90,8.1,,1007.8,
27-04-2023,26.6,20.6,36.4,0.3,,66,17.7,,1008.2,
28-04-2023,26.1,19,35.8,1,,83,10.6,,1008.9,
29-04-2023,27.1,18.6,36.1,0,,251,8.5,,1007.2,
30-04-2023,25.9,20.1,36.1,0.3,,194,9.3,,1006.7,
01-05-2023,23.3,21.4,32,3,,108,11.2,,1008.1,
02-05-2023,22.4,19,28.4,0,,95,10.7,,1010.2,
03-05-2023,23.8,18.8,30.8,5.6,,59,8.7,,1010.8,
04-05-2023,25.4,19,33.8,0.2,,39,9.3,,1010.3,
05-05-2023,26.2,17.7,33.8,10.9,,288,6.9,,1008.6,
