date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
06-05-2023,27.9,21.4,35.8,0,,298,9.3,,1006.1,
07-05-2023,26.9,18,35.8,7.1,,59,18.6,,1005.7,
08-05-2023,26.3,21.6,34.9,0,,345,15.7,,1005.4,
09-05-2023,26.2,17.6,35.5,0,,358,10.5,,1008.8,
10-05-2023,27.6,18,36,0,,329,7.5,,1006.5,
11-05-2023,29.8,17.6,39.8,0,,351,4.6,,1006.6,
12-05-2023,32,18.2,40.5,0,,358,4.6,,1005.8,
13-05-2023,33.3,23.5,40.5,0,,29,9.7,,1005.1,
14-05-2023,31.9,24.1,40.3,0,,15,11.6,,1003,
15-05-2023,32.3,21.6,40,0,,11,7.8,,1001.7,
16-05-2023,31,23.4,40.5,0.2,,348,13.3,,1003.8,
17-05-2023,32,23,40.7,0,,316,9.7,,1004.7,
18-05-2023,28.1,20.6,40.7,0.3,,279,12.5,,1010.5,
19-05-2023,30.4,21.7,38.5,0,,285,9.4,,1006.3,
20-05-2023,31.6,23.2,41.6,0,,282,8.3,,1003.5,
21-05-2023,34.5,25,43,0,,356,5.2,,1003.8,
22-05-2023,35.3,24.8,43.8,0,,264,7.1,,1003.7,
23-05-2023,34.3,28,43.8,1.3,,260,9.1,,1003.7,
24-05-2023,28.7,24,43,7.5,,133,19.4,,1004,
25-05-2023,25.1,20.6,36.7,10.1,,88,12.3,,1005.6,
26-05-2023,27.1,21,33.8,6.7,,83,10.4,,1005.7,
27-05-2023,28.8,22.9,33.8,1.2,,109,10,,1005.4,
28-05-2023,28.9,21.1,36,0.2,,120,8.3,,1006.6,
29-05-2023,28.4,23.2,38,0.2,,192,13.6,,1008.9,
30-05-2023,27.4,23,35.3,0.4,,42,9.1,,1009.4,
31-05-2023,21.8,20,32.1,3,,54,9.4,,1007.9,
01-06-2023,23.3,20,30,13.7,,59,7.8,,1007.4,
02-06-2023,26.1,19.8,31.2,13,,25,5.4,,1006.7,
03-06-2023,29.2,21.6,35,0,,358,5.4,,1006.3,
04-06-2023,30.2,23.3,37,0,,311,6.8,,1005.5,
05-06-2023,31.6,24.8,38.5,0,,289,6.6,,1003.4,
06-06-2023,28.8,24,38.5,1,,131,9.8,,1004.1,
07-06-2023,26.8,21,37.5,17,,3,10,,1005.1,
08-06-2023,31.2,23,37.6,0,,330,5.1,,1003.4,
09-06-2023,34.3,26.4,40,0.4,,4,4.6,,999.7,
10-06-2023,32.8,25.2,41.2,0,,6,9,,998.3,
11-06-2023,29.5,23.6,41.6,3,,302,7.4,,999.6,
12-06-2023,33.7,25.8,39.2,0,,317,3.8,,998.1,
13-06-2023,34.1,29.2,41.5,0,,246,10.6,,997.9,
14-06-2023,30.2,22,41.5,0,,153,14.9,,999.2,
15-06-2023,26.3,20.7,39.5,112,,8,9.2,,1001.8,
16-06-2023,30.2,23.6,35.8,1,,325,5.2,,1001.2,
17-06-2023,32.2,26,37,0,,323,4.3,,1000.2,
18-06-2023,32.2,28,39,0.4,,145,4.8,,1000.1,
19-06-2023,32.3,24,39,2,,345,7.1,,999.9,
20-06-2023,34.5,28.2,39.8,0,,2,4,,998.5,
21-06-2023,34.7,30,39.8,0,,122,7.4,,998.8,
22-06-2023,35.4,31.2,40.7,0,,149,8,,998.6,
23-06-2023,35.8,31.8,40.7,0,,120,8,,998.5,
24-06-2023,34.7,30.5,40,0.5,,124,10.8,,998.1,
25-06-2023,29.8,24,39.6,0,,114,14.9,,999,
26-06-2023,27.8,24,37.8,113,,62,9.2,,1002.5,
27-06-2023,31.3,27,35.1,11.9,,83,6.4,,1001,
28-06-2023,31,27,35.8,0,,106,8.8,,1002.2,
29-06-2023,31.9,28,35.8,7.1,,115,5.3,,1000.8,
30-06-2023,29.3,25.4,35.6,7,,70,8.5,,999.5,
01-07-2023,31.6,27,35.4,0,,120,6.1,,1000.1,
02-07-2023,33,28.6,37.2,0,,250,5.5,,1000.5,
03-07-2023,32.4,26,39,0,,180,6.6,,999.5,
04-07-2023,31.5,24.6,39,8.9,,87,11.6,,998.2,
05-07-2023,25.4,23.2,35.6,47,,100,11.7,,999.7,
06-07-2023,27.3,23,31.5,20.4,,73,7.9,,1001.7,
07-07-2023,29.8,26,33.5,0,,64,8.9,,1002.7,
08-07-2023,25.2,24,33.5,6.1,,64,12,,1002.9,
09-07-2023,26.5,23.6,29.4,21.1,,58,11.9,,1001.7,
10-07-2023,28.3,23.6,32.4,0,,81,8.6,,1002.2,
11-07-2023,31,25.4,35.4,0,,93,4.5,,1001.5,
12-07-2023,30.8,28,36.3,0,,163,7.3,,1000.7,
13-07-2023,31,25.6,36.3,6.9,,91,6.8,,1001.2,
14-07-2023,31.6,28.6,35,0.1,,106,7.3,,1001.8,
15-07-2023,31.4,27.8,36,0,,42,6,,1000.6,
16-07-2023,29.7,26.4,36,1.1,,80,10.4,,1000.9,
17-07-2023,31.4,28.8,35,0.2,,87,5.9,,999.9,
18-07-2023,31.3,28.5,35.5,0.1,,92,8.2,,999.7,
19-07-2023,30.1,28.2,35.2,3.1,,106,7.9,,1000.6,
20-07-2023,32,28.7,36,0,,21,2,,1000.7,
21-07-2023,29.5,27,36,8.5,,58,7,,1002.1,
22-07-2023,25.9,24.6,35.2,39.1,,59,10.7,,1005.8,
23-07-2023,31.2,26,36,0,,60,4.9,,1005.4,
24-07-2023,29.9,27,36,1.7,,33,3.7,,1002.5,
25-07-2023,29.7,26.9,35.4,7.5,,18,6.2,,1002.6,
26-07-2023,30,27.4,33.6,0,,150,7.8,,1003.3,
27-07-2023,28.9,24.8,33.4,35.1,,97,5.8,,1003,
28-07-2023,29.9,26.8,34.2,10.9,,139,6.1,,1000.1,
29-07-2023,26.9,24.2,34.2,0.3,,55,7.2,,999.9,
30-07-2023,29.9,24.9,33.6,2,,313,5.2,,999.3,
31-07-2023,31.9,27.3,35.4,0,,264,5.5,,998.4,
01-08-2023,31.7,28.3,36.1,0.7,,249,5.5,,997.2,
02-08-2023,31.6,28.8,37.2,1.9,,213,8.5,,997.2,
03-08-2023,30.7,24.6,37.2,33,,25,4.4,,998.3,
04-08-2023,30.8,28,36.4,0,,178,7.9,,999.9,
05-08-2023,30.6,25.3,36.4,2,,350,6.2,,1002.1,
06-08-2023,30.8,24.4,35.2,39.9,,145,6.4,,998.5,
07-08-2023,30.4,26.7,35.2,0,,111,7.2,,996.2,
08-08-2023,31.9,28.4,35.3,0,,212,7.2,,997.3,
09-08-2023,31.7,26.6,35.3,10,,182,9.5,,1001.1,
10-08-2023,30.9,28,35.3,8.6,,153,8.9,,1002.9,
11-08-2023,31,26.9,35.4,0.9,,155,7.7,,1002.9,
12-08-2023,31.8,28,36.4,0,,230,10.7,,1000.2,
13-08-2023,31.8,28.3,36.4,0,,194,11.5,,997.6,
14-08-2023,29.5,26,35.7,1,,158,11.4,,1002.1,
15-08-2023,30.5,25.6,34.4,19.3,,89,4.9,,1004.1,
16-08-2023,30.3,27.4,35.2,0,,13,4.1,,1003.5,
17-08-2023,31.8,27.8,35.6,13,,1,5.3,,1002.5,
18-08-2023,32.3,28.2,37,0,,168,5.2,,1002.9,
19-08-2023,30.2,28,37,0,,36,3.8,,1003.6,
20-08-2023,31.9,27,36,0,,9,3.6,,1004.3,
21-08-2023,32.2,28.7,36,0.1,,275,5.6,,1002.1,
22-08-2023,33.1,28.7,37.2,0,,351,4.7,,999.4,
23-08-2023,30.9,28.6,37.2,0,,164,11.1,,998.1,
24-08-2023,30.2,27,34.6,0.3,,152,8.3,,998.3,
25-08-2023,28.5,22.8,34.4,3.9,,55,8.5,,999.1,
26-08-2023,28.7,22.4,34,11.9,,307,5,,1001.2,
27-08-2023,30.1,25.6,34.4,0,,301,4.2,,1000.9,
28-08-2023,28.2,21,34.4,8.9,,65,5.7,,1001,
29-08-2023,28.7,23.4,33.2,0.5,,346,5.9,,1003.6,
30-08-2023,30.4,25.8,35.1,0,,317,4.7,,1005.3,
31-08-2023,31.5,27.8,36,0,,224,4.9,,1005.8,
01-09-2023,32.1,27.4,36.5,0,,249,7.4,,1005.4,
02-09-2023,31.2,26.4,36.2,0,,261,6.7,,1003.7,
03-09-2023,30.9,26,36,0,,237,6.8,,1002.4,
04-09-2023,31.3,26.8,35.5,0,,192,6.2,,1002.5,
05-09-2023,29.4,23,35.4,0.1,,12,9,,1004.9,
06-09-2023,30.7,25.3,35.2,0,,345,6.3,,1005.4,
07-09-2023,31.5,27,36.1,0,,310,5.1,,1004.3,
08-09-2023,31.9,24.5,36.5,0,,162,6.6,,1003.9,
09-09-2023,30.3,23.4,36.5,0,,135,7.1,,1003.5,
10-09-2023,30.1,26.5,35,0,,162,8.1,,1002,
11-09-2023,30.4,26.5,34.9,0.5,,160,7.3,,1002.3,
12-09-2023,31.4,28.3,35.4,0,,136,5.1,,1002.2,
13-09-2023,32.2,28.2,35.5,0,,126,5.5,,1002.3,
14-09-2023,31.8,29.4,36.2,3.2,,108,6.4,,1003.5,
15-09-2023,28.8,24.4,36.2,0.3,,116,8.1,,1005,
16-09-2023,30.1,25.8,34.6,0,,51,7.1,,1005.3,
17-09-2023,26.9,24,34.6,0.8,,60,8.2,,1004.3,
18-09-2023,26.1,24,33.6,30.5,,43,11.2,,1005.2,
19-09-2023,25.6,23.4,29.6,26.9,,57,8.3,,1007.4,
20-09-2023,29.7,25.2,34,27.9,,333,5.7,,1006.7,
21-09-2023,30.2,25.2,34.2,0,,271,5,,1005.5,
22-09-2023,29.1,26.6,34.9,4,,113,6.3,,1005.7,
23-09-2023,26.6,21.6,34.9,26.9,,131,9.8,,1006.8,
24-09-2023,26.9,24,32.2,0,,77,6.6,,1006.1,
25-09-2023,26.9,24,32.3,2,,358,6.5,,1007.2,
26-09-2023,27.5,23,32.6,0,,286,6.1,,1008.5,
27-09-2023,27.5,22.5,33.4,0,,278,6.4,,1007.9,
28-09-2023,28,23,34,0,,320,4.4,,1007.2,
29-09-2023,28,22.9,34.4,0,,311,6.2,,1007.1,
30-09-2023,25.9,20.7,34.4,0,,298,8.2,,1007.7,
01-10-2023,26.1,20.8,33.2,0,,291,5.1,,1006.6,
02-10-2023,26.8,20,34,0,,299,5.2,,1007.5,
03-10-2023,26.4,20,33.9,0,,288,6.5,,1008.2,
04-10-2023,27,20.3,34.8,0,,294,5.9,,1008.1,
05-10-2023,26.9,20,34.8,0,,238,5.5,,1007.1,
06-10-2023,27.1,21,34.7,0,,146,6.1,,1005.9,
07-10-2023,28.6,22,35.3,0,,107,6.3,,1007,
08-10-2023,28.7,22.9,35.5,0,,90,4.8,,1007.6,
09-10-2023,27.2,19,35.5,0,,96,7.7,,1008.2,
10-10-2023,23.7,18.3,34.5,18,,353,9.6,,1010.9,
11-10-2023,24,17.9,31,0,,296,6,,1010.8,
12-10-2023,25.7,18.7,32.8,0,,227,3.9,,1011.9,
13-10-2023,26.1,20,32.8,0,,114,5.1,,1012.6,
14-10-2023,23.4,20,32.8,0,,42,12.5,,1012.8,
15-10-2023,22.6,17.3,29.2,3,,348,6.4,,1010.9,
16-10-2023,19.5,18,28.8,0,,26,8.1,,1011.7,
17-10-2023,19.6,16,24,9.3,,46,9.3,,1016.6,
18-10-2023,19.7,14,27.1,3,,302,6.7,,1016.6,
19-10-2023,21.3,16,28.2,0,,312,4.8,,1015.3,
20-10-2023,22.4,14.4,29.4,0,,331,4.4,,1015.8,
21-10-2023,23.3,16.3,30,0,,318,3.4,,1016.1,
22-10-2023,22.8,19.6,30,0,,326,3.8,,1016.9,
23-10-2023,21.8,16.7,29.5,0,,312,7.1,,1015.2,
24-10-2023,22.8,16.2,30.2,0,,336,3.7,,1014.5,
25-10-2023,22.7,17,31,0,,302,5.6,,1015.2,
26-10-2023,22.7,15.5,31.5,0,,326,4,,1014.6,
27-10-2023,23.4,15.6,31.5,0,,358,3.3,,1013.6,
28-10-2023,23.3,17.4,31.2,0,,24,3.5,,1014,
29-10-2023,23.4,18.5,30.3,0,,26,3.4,,1014.4,
30-10-2023,23.3,17.9,30.5,0,,358,3.1,,1015.2,
31-10-2023,24,17.9,31.2,0,,6,2.7,,1016.4,
01-11-2023,22.5,19,31.2,0,,10,4.3,,1017.1,
02-11-2023,22.6,16.7,30.5,0.8,,335,3.9,,1015.1,
03-11-2023,21.9,17,30.4,1.3,,310,3.6,,1012.5,
04-11-2023,21.7,15.9,30,0,,335,3.4,,1013.1,
05-11-2023,22.2,14.4,30.1,0,,321,4.8,,1014.3,
06-11-2023,22.1,15.6,30.1,0,,3,4.3,,1016.1,
07-11-2023,21.4,17,28.9,0,,352,3.9,,1015.5,
08-11-2023,21.5,16,28.5,1.4,,337,4.6,,1014.5,
09-11-2023,22.2,15.8,28.5,7,,9,4.1,,1014.1,
10-11-2023,15.9,14,28.5,8.9,,39,13.6,,1017.1,
11-11-2023,18.3,12.2,25,9.9,,291,7.7,,1019,
12-11-2023,18.6,12.4,26.5,0,,310,5.7,,1018.6,
13-11-2023,19.1,11.9,27,0,,314,3.3,,1018.3,
14-11-2023,18.7,12.4,26.6,0,,322,4.5,,1018.3,
15-11-2023,19,12.7,27.4,0,,319,5.1,,1017.7,
16-11-2023,20.1,12.3,27.4,0,,349,3.5,,1018.7,
17-11-2023,17.7,11.8,28,0,,324,6.4,,1018.7,
18-11-2023,18.1,11.8,28,0,,313,5.5,,1016.6,
19-11-2023,19.8,11.3,28.2,0,,8,5.5,,1017.6,
20-11-2023,17.6,13,28.2,0,,331,4.2,,1018,
21-11-2023,16.8,11,26.1,0,,300,6,,1016.9,
22-11-2023,17.2,10.8,26.1,0,,279,5.1,,1014.1,
23-11-2023,17.1,11,25.7,0,,71,4.1,,1014.4,
24-11-2023,16.4,10,25.5,0,,333,4.9,,1017.2,
25-11-2023,16.1,8.4,24.9,0,,323,3.9,,1017.5,
26-11-2023,17.3,11.8,24.6,0,,47,5.2,,1018.6,
27-11-2023,17.4,13.4,23.7,1.5,,17,4.7,,1016.6,
28-11-2023,17.7,12.8,24.6,0,,30,5.3,,1016.1,
29-11-2023,19.1,13,26.3,0,,341,4.6,,1015.7,
30-11-2023,16.4,13.4,26.3,2,,71,10.6,,1017.3,
01-12-2023,16.3,11,23.5,0.8,,320,5.8,,1018.2,
02-12-2023,16.3,10,24,0,,331,3.8,,1017.9,
03-12-2023,16.6,10,24.5,0,,328,2.7,,1018.2,
04-12-2023,16.6,10.5,24.5,0,,22,3.1,,1017.2,
05-12-2023,15.2,10,23.4,0,,349,4.6,,1017.1,
06-12-2023,14.8,6.6,24,0,,332,5.1,,1017.3,
07-12-2023,15.3,9,24,0,,329,4.8,,1016.4,
08-12-2023,14.9,8.8,24.5,0,,341,2.2,,1015.9,
09-12-2023,14.3,7.8,24.5,0,,323,3.8,,1016.9,
10-12-2023,13.8,7,23,0,,304,5.1,,1014.6,
11-12-2023,13,6,22.9,0,,68,3.9,,1015.2,
12-12-2023,12.8,6.8,21.7,0,,44,5.1,,1015.2,
13-12-2023,12.6,5,21.2,0,,353,4,,1017.4,
14-12-2023,11.5,4.8,21.7,0,,308,5.4,,1017.8,
15-12-2023,12.7,5.4,22,0,,356,2.4,,1019,
16-12-2023,11.8,4,22,2.5,,2,4.4,,1017.7,
17-12-2023,12.3,5.6,20.7,0,,303,4.6,,1019.1,
18-12-2023,11.8,3.6,21.4,0,,290,7.1,,1020.5,
19-12-2023,12.2,5,22,0,,294,6,,1020,
20-12-2023,12.2,4.3,21.7,0,,298,5.2,,1019.2,
21-12-2023,10.7,7,21.2,0,,20,3.9,,1018.3,
22-12-2023,12.9,4.8,20.2,0,,15,4.8,,1018,
23-12-2023,14.8,11,22.5,0.1,,27,7.8,,1020.3,
24-12-2023,12.2,6.8,22.5,0,,336,3.7,,1022.1,
25-12-2023,9.8,7,15.7,0,,262,3.7,,1019.4,
26-12-2023,12.5,8,20,0,,52,3.5,,1019.4,
27-12-2023,11.7,8.6,21.7,0,,332,3.2,,1021.5,
28-12-2023,10.7,8.9,14.3,0,,78,3.8,,1019.4,
29-12-2023,11,8,16.1,0,,3,5.6,,1020.6,
30-12-2023,10.8,8.8,16.1,0,,302,4.2,,1019.3,
31-12-2023,10.5,9.2,12.4,0,,350,3.5,,1019.3,
01-01-2024,10.2,9,11.7,0,,319,5,,1019.5,
02-01-2024,9.2,8,11.7,0,,308,4.4,,1018.9,
03-01-2024,8.4,4,11.2,0,,335,6,,1019,
04-01-2024,8.3,4.2,11.4,0,,325,6.6,,1019.3,
05-01-2024,8.2,6,12.8,0,,328,4.4,,1019,
06-01-2024,7.6,5.9,12.8,0,,320,5.6,,1021,
07-01-2024,7.7,5.8,10.6,0,,301,4.8,,1021.5,
08-01-2024,7.3,6,10.6,0,,352,4,,1021,
09-01-2024,8.1,6.7,9.5,0,,333,3.5,,1021.6,
10-01-2024,7.8,6.8,9.4,0,,305,7.5,,1019.9,
11-01-2024,6.6,2.2,11,0,,325,5,,1020.1,
12-01-2024,7.6,1.4,11,0,,288,5.2,,1018.7,
13-01-2024,7.7,4,11,0,,8,4.3,,1018.1,
14-01-2024,6.9,4.1,11,0,,335,6.4,,1018.7,
15-01-2024,7.2,5.7,9.6,0,,356,4.9,,1017.7,
16-01-2024,7.4,5.6,13.5,0,,13,3.9,,1015.6,
17-01-2024,8.8,2,18.4,0,,25,3.8,,1015.7,
18-01-2024,8.5,3.8,18.4,0,,237,4.7,,1017.5,
19-01-2024,8.8,6.8,16,0,,139,5.9,,1018.7,
20-01-2024,9.9,8.6,12.6,0,,80,5.6,,1020,
21-01-2024,8.3,7,12.6,0,,310,7.5,,1019.6,
22-01-2024,9.1,7.2,11.2,0,,68,4.9,,1019.8,
23-01-2024,7.5,7,11.2,0,,342,6.7,,1019.7,
24-01-2024,7.1,5.7,10,0,,327,6.2,,1019.7,
25-01-2024,7.7,5.5,10.2,0.1,,351,5.3,,1021.6,
26-01-2024,10.7,5,19.2,0,,289,7.7,,1021.9,
27-01-2024,11.5,4,22,0,,280,6.9,,1019.7,
28-01-2024,14.6,8.3,21.8,0,,136,5.8,,1017.4,
29-01-2024,13.4,9.6,21.5,0,,38,6,,1018.6,
30-01-2024,13.6,5.1,21.2,7.4,,313,6.9,,1016.8,
31-01-2024,14.4,11.5,20.9,0.5,,77,10.1,,1015.2,
01-02-2024,12.6,9,19.6,19.1,,68,11.7,,1015.5,
02-02-2024,12.9,4.8,19.6,0,,322,9.8,,1020.9,
03-02-2024,13,10,19.1,0.3,,352,8.3,,1018.7,
04-02-2024,10.7,7.2,16.4,4.1,,10,6.5,,1017.2,
05-02-2024,11,4,18.4,2,,323,5.1,,1019.1,
06-02-2024,12,5.5,19.8,0,,309,5.9,,1020.3,
07-02-2024,11.4,4.6,19.8,0,,281,8.2,,1021.3,
08-02-2024,12.1,4,21.5,0,,267,9.9,,1018.5,
09-02-2024,13.7,5,23,0,,264,5.1,,1018.2,
10-02-2024,13.6,6,23,0,,11,5.7,,1021.9,
11-02-2024,13.8,4.6,23,0,,333,3.6,,1021.3,
12-02-2024,13.2,3.6,23,0,,2,3.5,,1020.1,
13-02-2024,14.2,6.6,23.4,0,,314,3.9,,1019.6,
14-02-2024,15.1,5.5,24.2,0,,302,5.5,,1019.2,
15-02-2024,15.2,5.8,25,0,,295,4.5,,1019.6,
16-02-2024,15.9,6.5,25,0,,314,4.6,,1019.8,
17-02-2024,16.8,9,24.5,0,,308,4,,1015.1,
18-02-2024,16.6,11.5,24,0,,70,9.3,,1011.6,
19-02-2024,19.1,16,24,10.7,,124,17.8,,1007.5,
20-02-2024,15.8,12.2,24,0,,96,11.3,,1009.6,
21-02-2024,14.4,6.8,23.6,0,,336,6.5,,1011.8,
22-02-2024,14,7.4,22.7,0,,316,7.8,,1014.6,
23-02-2024,14.3,7.5,22.7,0,,291,8.1,,1016.3,
24-02-2024,14.6,7,22.5,0,,327,5.1,,1017.1,
25-02-2024,14.4,6,22.2,0,,5,7,,1019.9,
26-02-2024,14.3,6,22.2,0,,334,6.7,,1019.2,
27-02-2024,15.3,12,22.6,0,,276,9.8,,1019.1,
28-02-2024,15.8,9,23.2,0,,273,7.3,,1016.7,
29-02-2024,17.2,9,24,0,,303,6.4,,1015.1,
01-03-2024,17,14.8,24.9,0.3,,27,12.2,,1014.1,
02-03-2024,17.3,15,23.8,2,,132,22.7,,1006.9,
03-03-2024,13.2,8,23.8,23.1,,173,11.3,,1012,
04-03-2024,12.7,6.2,19.9,0,,296,7.6,,1017.8,
05-03-2024,12.6,7,20,0,,271,6.1,,1018,
06-03-2024,15.3,7,23.4,0,,255,4.2,,1015.4,
07-03-2024,16.6,11,24.2,0.4,,348,7.4,,1015.9,
08-03-2024,16.8,9,24.2,0,,300,5.8,,1016.5,
09-03-2024,17.3,9,26.2,0,,282,7.7,,1015.7,
10-03-2024,19,10.4,27.8,0,,310,4.2,,1014.9,
11-03-2024,18.2,13,27.8,0,,20,6.8,,1017.1,
12-03-2024,19,12,27,0,,316,6.3,,1015.2,
13-03-2024,17.6,14,27.4,0.4,,74,7.6,,1012.4,
14-03-2024,18.6,13.2,26,0,,356,11.4,,1016.6,
15-03-2024,18.4,10.8,26.6,0,,290,10.5,,1014.4,
16-03-2024,19.3,11,27.4,0,,325,5.6,,1016.1,
17-03-2024,19.3,11,28.2,0,,293,5.6,,1015.6,
18-03-2024,20.8,11.5,30.1,0,,305,5.5,,1013.3,
19-03-2024,21.9,12.4,30.9,0,,339,4.8,,1013.2,
20-03-2024,23.4,14.2,31.5,0,,296,5.6,,1013.3,
21-03-2024,23.6,18,31.5,0,,121,9.9,,1012.1,
22-03-2024,22.4,18,29.5,0,,27,9.3,,1010.2,
23-03-2024,23.3,15.7,31.3,0.5,,317,8.1,,1008.9,
24-03-2024,23.5,19,31.3,0.5,,357,9.3,,1011.4,
25-03-2024,24.1,15.5,32,0,,283,7.9,,1012.7,
26-03-2024,23.5,16.8,32,0,,309,4.9,,1011.4,
27-03-2024,24.6,19,30.4,0,,317,10.1,,1014.2,
28-03-2024,23,18,29,0.4,,311,13.1,,1012,
29-03-2024,25.1,18,32,4.7,,345,9.2,,1010.1,
30-03-2024,22.9,17,29,24.6,,93,16,,1011.5,
31-03-2024,21.7,17,28,2.7,,337,12.4,,1013.5,
01-04-2024,21.8,14,29,0,,273,8.2,,1009.8,
02-04-2024,17.6,13.9,30.1,0,,304,5.3,,1008.3,
03-04-2024,25,16.3,32.5,0,,13,7.1,,1009,
04-04-2024,23.8,16,32.6,0,,324,9.7,,1009.6,
05-04-2024,24.1,16.6,33,0,,309,8.5,,1009.1,
06-04-2024,24.2,14,33,0,,278,8.6,,1008.7,
07-04-2024,25.1,16,33.2,0,,313,8.1,,1008.1,
08-04-2024,25.4,16.4,34.5,0,,5,5.6,,1009.3,
09-04-2024,26.6,15.8,35.7,0,,331,5.8,,1010.1,
10-04-2024,27.4,18,36,0,,24,7.1,,1010.4,
11-04-2024,26.8,21,36,0,,42,11.3,,1012.4,
12-04-2024,27.8,17.3,35.5,0,,39,6.4,,1010.6,
13-04-2024,22.9,20,35.5,0.7,,22,12.7,,1010.6,
14-04-2024,23.6,17.4,31.8,0,,332,9.3,,1012.9,
15-04-2024,24.5,20.4,32,8.8,,52,10.2,,1011.8,
16-04-2024,24.3,17,33,0,,309,11.8,,1012,
17-04-2024,26.1,16,34,0,,264,7,,1009,
18-04-2024,28.2,23,33,0.5,,356,10.2,,1007.2,
19-04-2024,27.1,19.6,34,0.3,,88,14.9,,1003.7,
20-04-2024,25.8,17.8,35.3,1,,307,8.7,,1005.5,
21-04-2024,27.4,17.9,35.2,0,,277,8,,1006.1,
22-04-2024,27.8,19.4,36.2,0,,319,9,,1006.8,
23-04-2024,25.4,19.2,36.2,0.5,,331,11.5,,1007.3,
24-04-2024,28.6,19.5,36,1,,9,7.9,,1006.7,
25-04-2024,29.7,18,37.8,0,,346,8.3,,1006.6,
26-04-2024,28.6,20.4,39,0.4,,13,9.1,,1004.6,
27-04-2024,24.5,20.7,39,3.1,,1,10.5,,1007,
28-04-2024,27.2,19,36,0.3,,74,9.4,,1007.6,
29-04-2024,20.8,16,35.8,4.1,,69,15.2,,1008.4,
30-04-2024,23.1,13.2,33,10.9,,313,12.7,,1007.3,
01-05-2024,22.7,14,30,0,,271,7.9,,1004.8,
02-05-2024,26.3,16,35,0,,311,7.7,,1005.4,
03-05-2024,28.3,17.9,36,0,,332,7.8,,1005.8,
04-05-2024,30.6,22.4,38,0,,349,12.4,,1006.4,
05-05-2024,30.6,20,40.2,0,,310,12.9,,1002.7,
06-05-2024,31.9,23,40.2,0,,295,8.6,,1003.4,
07-05-2024,32.7,22,41.3,0,,329,7.1,,1004.7,
08-05-2024,32.9,22.2,42,0,,59,6.8,,1004.6,
09-05-2024,33.3,26,42,0,,115,13.2,,1004.3,
10-05-2024,31.2,26,39.4,0,,93,16.7,,1005.8,
11-05-2024,29.8,23.7,39.4,0,,257,9.8,,1008.9,
12-05-2024,27.9,25,36.7,0,,3,13.3,,1009.2,
13-05-2024,30.6,19.5,38.6,0,,325,9,,1009.2,
14-05-2024,31.7,22,40.2,0,,299,9.4,,1008.3,
15-05-2024,34.4,22.8,42,0,,317,6,,1007.6,
16-05-2024,35.4,26.8,42.5,0,,8,6.9,,1006.8,
17-05-2024,35.8,26.4,44,0,,296,7.2,,1003.5,
18-05-2024,35.9,26.6,44.3,0,,296,11,,1001.6,
19-05-2024,36.2,25.9,44.3,0,,299,7.5,,999.6,
20-05-2024,36.2,27,44,0,,303,6.8,,1000.3,
21-05-2024,35.3,25.6,44.5,0,,319,8.5,,1001.2,
22-05-2024,36.1,25.9,43.8,0,,113,7.5,,1001.2,
23-05-2024,35.7,31,43.5,0,,127,11.7,,1000.8,
24-05-2024,33.7,27.6,42.4,0,,99,11.8,,1001.1,
25-05-2024,34.3,24.3,43.4,1,,305,11,,1000.1,
26-05-2024,36.5,26.8,45.2,0,,320,8.1,,997.5,
27-05-2024,36.3,26,45.4,0,,303,8.3,,994.6,
28-05-2024,37.1,24.8,46.3,0,,303,7.1,,992.6,
29-05-2024,37.1,25.6,46.3,0,,64,7.7,,993.3,
30-05-2024,36.5,27.9,45.8,0,,33,7,,996.2,
31-05-2024,36.3,26.6,45.4,0,,98,6.6,,999,
01-06-2024,36.2,26.3,45.5,0,,336,8.6,,999.6,
02-06-2024,35.9,28.1,45.5,0,,252,8.8,,1001.7,
03-06-2024,36.5,26.6,45,0,,266,14.9,,1000.6,
04-06-2024,35.6,24.4,45.9,0.3,,190,8.1,,1000.3,
05-06-2024,32.6,25.6,43.2,0,,78,13.2,,1001.8,
06-06-2024,31.9,22.2,41.9,0.8,,324,10.2,,1005.3,
07-06-2024,32.9,24.6,40,0,,300,10,,1003,
08-06-2024,32.5,24.6,40.1,0,,287,10.6,,1001.8,
09-06-2024,34.4,24.2,42.7,0,,285,10.6,,1001,
10-06-2024,35.9,24.4,43.2,0,,278,7.7,,1000.8,
11-06-2024,37,27,45.1,0,,264,8.2,,999.8,
12-06-2024,38.1,28.2,46,0,,305,8.2,,999.4,
13-06-2024,36.9,29,46,0,,265,10.7,,998.5,
14-06-2024,37.1,26.6,45.2,0,,330,7.4,,997.9,
15-06-2024,37.9,30.4,44.8,0,,263,10.9,,998,
16-06-2024,38.2,30.7,45.8,0,,251,11.1,,998.1,
17-06-2024,38.4,30.6,45.8,0,,215,10.7,,998,
18-06-2024,38.1,31,45.8,0,,260,8.7,,996.3,
19-06-2024,34.5,29,45.4,0,,202,12.4,,993.6,
20-06-2024,29.8,25.4,44,1.8,,83,15,,997,
21-06-2024,31.5,25.5,36.1,0.6,,242,7.3,,999.7,
22-06-2024,34,27.5,39.4,0,,184,6.2,,999,
23-06-2024,36,28.6,41.8,0,,161,8.3,,999.3,
24-06-2024,36.8,29.1,43,0,,145,7.7,,997.4,
